usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,DG00460,testosterone propionate,D00959,(JP17/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,DG00460,testosterone ketolaurate,D06085,(USAN/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,DG00460,testosterone phenylacetate,D06086,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,DG00460,testosterone undecanoate,D06087,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol,D00105,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol valerate,D01413,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol dipropionate,D01617,(JAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol benzoate,D01953,(JP17)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol acetate,D04061,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol cypionate,D04063,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol enanthate,D04064,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,DG00462,estradiol undecylate,D04065,(USAN/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"estrogens, conjugated",DG00465,"estrogens, conjugated",D04070,(JAN/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,DG00464,estrone,D00067,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,DG00464,estropipate,D00948,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,ethinyl estradiol,DG00461,ethinyl estradiol,D00554,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,ulipristal,DG00459,ulipristal,D09567,(USAN/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,ulipristal,DG00459,ulipristal acetate,D09687,(JAN/USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,medroxyprogesterone,DG00458,medroxyprogesterone,D08166,(INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,medroxyprogesterone,DG00458,medroxyprogesterone acetate,D00951,(JP17/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,megestrol,DG00457,megestrol,D08167,(INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,megestrol,DG00457,megestrol acetate,D00952,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norethindrone,DG00456,norethindrone,D00182,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norethindrone,DG00456,norethindrone acetate,D00953,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,DG00476,raloxifene,D08465,(INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,DG00476,raloxifene hydrochloride,D02217,(JAN/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,DG00476,raloxifene hydrochloride hydrate,D10606,(JAN)
Immunological Agents,Immune Suppressants,mycophenolic acid,DG00739,mycophenolic acid,D05096,(USAN/INN)
Immunological Agents,Immune Suppressants,mycophenolic acid,DG00739,mycophenolate mofetil,D00752,(JAN/USAN)
Immunological Agents,Immune Suppressants,mycophenolic acid,DG00739,mycophenolate mofetil hydrochloride,D05094,(USAN)
Immunological Agents,Immune Suppressants,mycophenolic acid,DG00739,mycophenolate sodium,D05095,(USAN)
Immunological Agents,Immune Suppressants,tacrolimus,DG00439,tacrolimus,D08556,(INN)
Immunological Agents,Immune Suppressants,tacrolimus,DG00439,tacrolimus,D00107,(USAN/INN)
Immunological Agents,Immune Suppressants,tofacitinib,DG00742,tofacitinib,D09970,(USAN)
Immunological Agents,Immune Suppressants,tofacitinib,DG00742,tofacitinib citrate,D09783,(JAN/USAN)
Immunological Agents,Immune Suppressants,mercaptopurine,DG00683,mercaptopurine,D04931,(INN)
Immunological Agents,Immune Suppressants,mercaptopurine,DG00683,mercaptopurine,D00161,(USP)
Immunological Agents,Immune Suppressants,methotrexate,DG00681,methotrexate,D00142,(JP17/USP/INN)
Immunological Agents,Immune Suppressants,penicillamine,DG00763,penicillamine,D00496,(JAN/USP/INN)
Immunological Agents,Immune Suppressants,azathioprine,DG00743,azathioprine,D00238,(JP17/USP/INN)
Immunological Agents,Immune Suppressants,azathioprine,DG00743,azathioprine sodium,D03033,(USP)
Immunological Agents,Vaccines,tetanus toxoid,DG00673,tetanus toxoid,D06547,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone,D00244,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone sodium phosphate,D00972,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone valerate,D01357,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone acetate,D01402,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone dipropionate,D01637,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone butyrate propionate,D02032,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone benzoate,D02286,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,DG00509,cortisone,D07749,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,DG00509,cortisone acetate,D00973,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone,D00292,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone sodium phosphate,D00975,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone metasulfobenzoate sodium,D01510,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone palmitate,D01615,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone dipropionate,D01632,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone valerate,D01948,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone acetate,D02174,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone acefurate,D02591,(USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone beloxil,D02592,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone cipecilate,D07073,(JAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone,D00088,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone acetate,D00165,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone sodium phosphate,D00977,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone sodium succinate,D00978,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone succinate,D01442,(JP17)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone butyrate,D01619,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone probutate,D01886,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone valerate,D02288,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone hemisuccinate,D04467,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone aceponate,D06876,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone caproate,D09796,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone,D00407,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone sodium succinate,D00751,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone acetate,D00979,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone hemisuccinate,D05000,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone sodium phosphate,D05001,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone suleptanate,D05002,(USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone aceponate,D07203,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone,D00472,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone acetate,D00980,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone sodium phosphate,D00981,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone tebutate,D00982,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone sodium succinate,D01239,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone farnesylate,D01998,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone hemisuccinate,D02156,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone valerate acetate,D03301,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone sodium metazoate,D08413,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone 21-,D08414,(sodium tetrahydrophthalate)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone steaglate,D08415,(BAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisone,DG00094,prednisone,D00473,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone,D00385,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone acetonide,D00983,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone diacetate,D00984,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone hexacetonide,D00985,(USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone acetonide sodium phosphate,D06216,(USAN)
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,DG00100,balsalazide,D07488,(INN)
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,DG00100,balsalazide disodium,D02715,(USAN)
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,DG00099,olsalazine,D08295,(INN)
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,DG00099,olsalazine sodium,D00727,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,DG01036,azelastine,D07483,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,DG01036,azelastine hydrochloride,D00659,(JP17/USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,DG01327,bepotastine,D09705,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,DG01327,bepotastine besylate,D01654,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,cromolyn,DG00098,cromolyn sodium,D00526,(USP)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,DG01144,emedastine,D07890,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,DG01144,emedastine difumarate,D02249,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,DG01116,epinastine,D07900,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,DG01116,epinastine hydrochloride,D01713,(JAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,DG01143,lodoxamide,D08139,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,DG01143,lodoxamide ethyl,D04760,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,DG01143,lodoxamide tromethamine,D04762,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,DG01038,nedocromil,D05129,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,DG01038,nedocromil sodium,D00527,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,DG01038,nedocromil calcium,D05130,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,olopatadine,DG01039,olopatadine,D08293,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,olopatadine,DG01039,olopatadine hydrochloride,D01192,(JP17/USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,apraclonidine,DG01130,apraclonidine,D07461,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,apraclonidine,DG01130,apraclonidine hydrochloride,D01008,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brimonidine,DG00442,brimonidine,D07540,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brimonidine,DG00442,brimonidine tartrate,D02076,(JAN/USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dipivefrin,DG01129,dipivefrin,D02349,(USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dipivefrin,DG01129,dipivefrin hydrochloride,D01017,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,betaxolol,DG00315,betaxolol,D07526,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,betaxolol,DG00315,betaxolol hydrochloride,D00598,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,carteolol,DG00308,carteolol,D07624,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,carteolol,DG00308,carteolol hydrochloride,D00599,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,levobunolol,DG01136,levobunolol,D08115,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,levobunolol,DG01136,levobunolol hydrochloride,D01025,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,metipranolol,DG01137,metipranolol,D02374,(USAN/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,DG00306,timolol,D08600,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,DG00306,timolol,D00378,(USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,DG00306,timolol maleate,D00603,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,acetazolamide,DG01134,acetazolamide,D00218,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,acetazolamide,DG01134,acetazolamide sodium,D01196,(JAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dorzolamide,DG01135,dorzolamide,D07871,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dorzolamide,DG01135,dorzolamide hydrochloride,D00653,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,DG00992,pilocarpine,D00525,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,DG00992,pilocarpine hydrochloride,D02200,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,DG00992,pilocarpine nitrate,D05478,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone,D00292,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone sodium phosphate,D00975,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone metasulfobenzoate sodium,D01510,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone palmitate,D01615,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone dipropionate,D01632,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone valerate,D01948,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone acetate,D02174,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone acefurate,D02591,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone beloxil,D02592,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone cipecilate,D07073,(JAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,loteprednol,DG01127,loteprednol,D08147,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,loteprednol,DG01127,loteprednol etabonate,D01689,(JAN/USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone,D00472,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone acetate,D00980,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone sodium phosphate,D00981,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone tebutate,D00982,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone sodium succinate,D01239,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone farnesylate,D01998,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone hemisuccinate,D02156,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone valerate acetate,D03301,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone sodium metazoate,D08413,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone 21-,D08414,(sodium tetrahydrophthalate)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone steaglate,D08415,(BAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,bromfenac,DG01128,bromfenac,D07541,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,bromfenac,DG01128,bromfenac sodium,D03163,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac,D07816,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac potassium,D00903,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac sodium,D00904,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,flurbiprofen,D00330,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,flurbiprofen axetil,D01475,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,flurbiprofen sodium,D02290,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,esflurbiprofen,D10254,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,ketorolac,DG00751,ketorolac,D08104,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,ketorolac,DG00751,ketorolac tromethamine,D00813,(USP)
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,DG01032,naphazoline,D08253,(INN)
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,DG01032,naphazoline hydrochloride,D00743,(JP17/USP)
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,DG01032,naphazoline nitrate,D01021,(JP17)
Respiratory Tract/Pulmonary Agents,Antihistamines,azelastine,DG01036,azelastine,D07483,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,azelastine,DG01036,azelastine hydrochloride,D00659,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,cetirizine,DG01107,cetirizine,D07662,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,cetirizine,DG01107,cetirizine hydrochloride,D00664,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,levocetirizine,DG01108,levocetirizine,D07402,(USAN/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,levocetirizine,DG01108,levocetirizine dihydrochloride,D08118,(USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,olopatadine,DG01039,olopatadine,D08293,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,olopatadine,DG01039,olopatadine hydrochloride,D01192,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,DG01095,carbinoxamine,D07617,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,DG01095,carbinoxamine maleate,D01336,(JAN/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,DG01095,carbinoxamine diphenyldisulfonate,D09808,(JAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,clemastine,DG00387,clemastine,D03535,(USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,clemastine,DG00387,clemastine fumarate,D00666,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,cyproheptadine,DG01109,cyproheptadine,D07765,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,cyproheptadine,DG01109,cyproheptadine hydrochloride,D02234,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,DG00390,diphenhydramine,D00300,(JP17/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,DG00390,diphenhydramine hydrochloride,D00669,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,DG00390,diphenhydramine salicylate,D02419,(JAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,DG00390,diphenhydramine tannate,D03285,(JP17)
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,DG00390,diphenhydramine laurylsulfate,D03360,(JAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,diphenhydramine,DG00390,diphenhydramine citrate,D03854,(USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,hydroxyzine,DG00912,hydroxyzine,D08054,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,hydroxyzine,DG00912,hydroxyzine hydrochloride,D00672,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,hydroxyzine,DG00912,hydroxyzine pamoate,D01096,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,DG00385,promethazine,D00494,(JAN/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,DG00385,promethazine hydrochloride,D00480,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,DG00385,promethazine teoclate,D01242,(JAN/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,promethazine,DG00385,promethazine methylenedisalicylate,D03290,(JAN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",beclomethasone,DG00097,beclomethasone dipropionate,D00689,(USP)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",flunisolide,DG01040,flunisolide,D00324,(JAN/USP)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",flunisolide,DG01040,flunisolide acetate,D04214,(USAN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",fluticasone,DG00420,fluticasone,D07981,(INN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",fluticasone,DG00420,fluticasone propionate,D01708,(JAN/USAN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",fluticasone,DG00420,fluticasone furoate,D06315,(JAN/USAN/INN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",mometasone,DG00419,mometasone,D08227,(INN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",mometasone,DG00419,mometasone furoate,D00690,(JAN/USP)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",mometasone,DG00419,mometasone furoate hydrate,D03325,(JAN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,DG00010,triamcinolone,D00385,(JP17/USP/INN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,DG00010,triamcinolone acetonide,D00983,(JP17/USP)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,DG00010,triamcinolone diacetate,D00984,(JAN/USP)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,DG00010,triamcinolone hexacetonide,D00985,(USP/INN)
Respiratory Tract/Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",triamcinolone,DG00010,triamcinolone acetonide sodium phosphate,D06216,(USAN)
Respiratory Tract/Pulmonary Agents,Antileukotrienes,montelukast,DG01066,montelukast,D08229,(INN)
Respiratory Tract/Pulmonary Agents,Antileukotrienes,montelukast,DG01066,montelukast sodium,D00529,(JP17/USAN)
